test_id,test_name,attr_id,attr_name,unique
10976,HVS for Gram Stain,14470.0,HVS for Gram stain,['Budding yeast (++)']
10977,Serum Vitamin B12,14471.0,Serum Vit. B-12,['> 6000']
10978,Glucose Before Dinner Blood,14473.0,Corresponding urine sugar,['N/S']
10986,Serum Procalcitonin,14481.0,Procalcitonin,['> 1000.00' '0.72 ng/mL' '0.11 ng/mL']
10988,Bleeding Time(BT),14483.0,Bleeding Time(BT),"['03 min 45 sec' '03 min 15 sec' '04 min 30 sec' '03 min 30 sec'
 '3 Min 30 Sec' '3 min 15 sec' '2 min 30 sec' '2 min 45 sec'
 '3 Min 00 Sec' '3 min 00 sec' '04 min 00 sec' '02 min 45 sec'
 '03 min 00 sec' '3 min 45 sec' '2 Min 45 Sec' '3 min 30 sec'
 '2 Min 15 Sec']"
10993,Clotting Time(CT),14489.0,Clotting Time(CT),"['7 min 00 sec' '7 Min 00 Sec' '8 Min 00 Sec' '6 min 30 sec'
 '7 min 15 sec' '7 min 30 sec']"
10994,Complete Urine Analysis (Urine R/E),14490.0,Dead Sperm,['.' 'Nil']
10994,Complete Urine Analysis (Urine R/E),14491.0,Protein,"['(+)' '(++)' 'Nil' 'Trace' '(+++)' '+' '(++++)' '++++' '++' 'Not Done'
 '+++']"
10994,Complete Urine Analysis (Urine R/E),14493.0,Ketones body,"['Absent' 'Present' '(+)' '(+++)' 'Not done' 'Present (++)' '(++)'
 'Not Done' 'Present (+)' 'Nil']"
10994,Complete Urine Analysis (Urine R/E),14494.0,Reaction(PH),['Acidic' 'Not Done' 'Nil' 'Alkaline' 'Not done']
10994,Complete Urine Analysis (Urine R/E),14495.0,Urobilinogen,['Normal' 'Nil' 'Normal.' 'Absent' '1+' 'Not done' 'Not Done']
10994,Complete Urine Analysis (Urine R/E),14496.0,Pus Cell,"['0-2' '5-7' '5-8' '3-6' '2-5' '2-4' 'Plenty' '1-3' '3-7' '12-15' '2-6'
 '0-1' '1-2' '15-20' '4-6' '3-5' '20-25' 'Nil' '12-18' '5-10' '8-12'
 '30-35' '10-12' '4-8' '4-5' '6-8' '2-3' '49-99' '2-7' '25-30' '10-15'
 '15-18' '20-30' '20-40' '20-24' '40-50' '15-25' '4-7' '40-60' '10-20'
 '0-3' '6-10' '3-4' '35-40' '12-17' '6-12' '40-45' '45-50' '18-22' '8-10'
 '14-18' '3-8' '10-16' '10-14' '5-6' '1-5' '30-40' '9-19' '12-16' '0 - 2'
 '2 - 3' '1-4' '8 -12' '18-20' '20 - 25' '6-7' '15-30' '2-8']"
10994,Complete Urine Analysis (Urine R/E),14497.0,Sediment,['Nil' 'Trace' '(++)' '(+)' 'Present' '(+++)']
10994,Complete Urine Analysis (Urine R/E),14498.0,Blood,['Nil' '(++)' '(+)' '(+++)' 'Absent' '+++' 'Trace' '+' 'Not done' '++']
10994,Complete Urine Analysis (Urine R/E),14499.0,Appearance,['Clear' 'Turbid' 'Hazy']
10994,Complete Urine Analysis (Urine R/E),14500.0,Cellular,['Nil' 'Few']
10994,Complete Urine Analysis (Urine R/E),14501.0,Colour,"['Straw' 'STRAW' 'Turbid' 'L YELLOW' 'YELLOW' 'Orange' 'Deep Straw'
 'Reddish' 'Yellow' 'Amber' 'Dark Brown' 'Yellowish' 'RED' 'AMBER'
 'Deep straw' 'Deep starw' 'Whitish']"
10994,Complete Urine Analysis (Urine R/E),14502.0,Epithelial Cells,"['1-3' '2-4' '1-2' '0-2' '0-1' '10-15' '5-7' '4-6' '2-6' '2-3' '20-25'
 'Nil' '4-8' '10-12' '3-7' '12-17' '5-8' '1-4' '8-10' '1-5' '8-12' '6-12'
 '12-15' '12-16' '3-5' '2-5' '15-20' '5-10' '3-8' '6-10' '6-8' '3-4' '3-6'
 'Plenty' '15-18' '2-7' '18-20' '10-16' '30-35' '4-12' '12-20' '1-23'
 '0 - 2' '10-14' '4 - 6' '12-18' '10-17' 'Few' 'Few (Mature)' '5-9'
 '20-30' '0-4' '2 - 4' '20-22' '0-3' '4-5' '10-20']"
10994,Complete Urine Analysis (Urine R/E),14503.0,RBC,"['0-1' 'Nil' '0-2' '2-4' '4-8' '2-5' '4-6' '15-20' 'Occasional' '5-10'
 '5-8' '5-7' 'Plenty' '1-2' '2-3' '1-3' '3-6' '25-30' '10-15' '45-50'
 '2-6' '10-12' '8-12' '15-25' '6-10' '35-40' '12-15' '20-30' '2-7' '0-3'
 '20-40' '30-40' '10-20' '20-25' '12-14' '3-5' '6-12' '5-9' '3-4' '6-8'
 '2-8' '2 - 3' '2 - 6' '12-16' '0-4' '1-4' '8-10' '40-60' '40-50' '30-35'
 '49-99' '7-10' '6 - 8' '3-7']"
10994,Complete Urine Analysis (Urine R/E),14505.0,Trichomonas Vaginalis,['Few' 'Nil' '(+)']
10994,Complete Urine Analysis (Urine R/E),14506.0,Yeast,['Nil' '(+)' '0-1' '(++)' 'Few' 'Trace' '9.9 -' '(+++)' 'Plenty']
10994,Complete Urine Analysis (Urine R/E),14507.0,Fungus,['Nil' '----']
10994,Complete Urine Analysis (Urine R/E),14508.0,Casts,['Nil' '0-1' '2-4' 'NIl' '5-14']
10994,Complete Urine Analysis (Urine R/E),14509.0,Cal. Oxalate,['Nil' '(+)' 'A few' '(++)' 'Few' 'Plenty']
10994,Complete Urine Analysis (Urine R/E),14510.0,Leukocyte Esterase,"['Absent' 'Nil' 'Not done' '(+++)' 'Ansent' '++' '+' '+++' '(+)'
 'Not Done']"
10994,Complete Urine Analysis (Urine R/E),14511.0,Quantity,['16 ml' '17 ml' '18 ml' '4 ml']
10994,Complete Urine Analysis (Urine R/E),14512.0,Uric Acid,['Few' '(++)' '(+)' 'Nil' 'A few']
10994,Complete Urine Analysis (Urine R/E),14513.0,Nitrate,['Absent' 'Nil' '(+)' '+' 'Not done' 'Not Done']
10994,Complete Urine Analysis (Urine R/E),14517.0,Sugar,"['Nil' '++' 'Trace' '(+)' '(+++)' '(++)' '(++++)' '+++' '++++' 'Not Done'
 '+']"
10994,Complete Urine Analysis (Urine R/E),14518.0,Amor. Phos,['Nil' '(+)']
10994,Complete Urine Analysis (Urine R/E),14519.0,Triple Phos,['Nil' '(+)' '(+++)' 'Few' 'A few' '(++)']
10994,Complete Urine Analysis (Urine R/E),14520.0,Amor. Urates,['Nil' 'Few' '(+)']
10994,Complete Urine Analysis (Urine R/E),14521.0,R B C,['Nil']
10994,Complete Urine Analysis (Urine R/E),14522.0,W B C,['Nil']
10994,Complete Urine Analysis (Urine R/E),14523.0,Epithelial,['Nil']
10994,Complete Urine Analysis (Urine R/E),14524.0,Granular,['Nil' '0-1' '(+)' 'Occasional' '(++)' 'A few' 'A Few' 'Few' '1-2']
10994,Complete Urine Analysis (Urine R/E),14525.0,Hyaline,['Nil' '0-1' '1-2' 'Few' '(+)' '4-5']
10994,Complete Urine Analysis (Urine R/E),14526.0,Bilirubin,['Nil' 'Normal' '(+)' 'Not done' '+' 'Not Done']
10994,Complete Urine Analysis (Urine R/E),14527.0,Sp. Gravity,['Not done' 'Not Done' 'Nil']
11004,Herpes Simplex Virus I-II IgG & IgM (LIAISON),14539.0,Herpes Simplex Virus (HSV) I & II IgG,['Positive']
11004,Herpes Simplex Virus I-II IgG & IgM (LIAISON),14540.0,Herpes Simplex Virus (HSV) I & II IgM,['Negative']
11005,Urine for sugar,14541.0,Urine for sugar,['Nil']
11006,HBsAg,14542.0,HBs Ag,['Negative']
11013,BAL for fungus-(BAL for fungus),14550.0,BAL for fungul (GMS) stain,['No fungal element identified.']
11025,PGx of Clopidogrel,14564.0,PGx of Clopidogrel,['Intermediate metabolizer\n\n-----------------------------------\nNormal metabolizer']
11065,Urine for Gram Stain,14676.0,Pus cells,['(+++)' 'No microorganism seen.']
11065,Urine for Gram Stain,14677.0,Epithelial cells,['(+)']
11065,Urine for Gram Stain,14678.0,Gram Positive cocci,['(++) arranged in short chain and clusters']
11065,Urine for Gram Stain,14679.0,Gram Negative Bacilli,['(+)']
11065,Urine for Gram Stain,14680.0,Gram Stain,"['No microorganism seen.' 'Moderate number of Gram negative bacilli seen.'
 'No bacteria' 'Not found' 'Few Gram positive cocci seen.'
 'No microorganism seen'
 'Few Gram positive cocci and Gram negative bacilli seen.'
 'Few Gram negative bacilli seen.' 'Budding yeast with pseudohyphae (++).'
 'Budding yeast (++).'
 'Few Gram positive cocci seen. \nBudding yeast (+).'
 'Few Gram negative bacilli seen.\nBudding yeast with pseudohyphae (++).'
 'Moderate number of Gram positive cocci seen.'
 'Moderate number of Gram positive cocci & few Gram negative bacilli seen.'
 'Profuse Gram negative bacilli seen.\nBudding yeast (+++).'
 'Few Gram negative bacilli seen. \nBudding yeast -(+++)']"
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14689.0,Unit :,['120 ML' '1 Unit' '100 ml']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14691.0,Blood Group :,"['""AB""' '""B""']"
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14692.0,Rh Type :,['Positive']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14694.0,Donor Name :,['Abdul Monim' 'Riaz Uddin' 'Dr Partha Pratim Saha' 'Tanif' 'Masoma Zaman']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14695.0,Age :,['28 Yrs' '38Yrs' '32 Yrs' '22 Yrs' '35Yrs' '35 Yrs']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14696.0,Gender :,['Male' 'Female']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14697.0,Blood Component :,['Washed PRBC' 'PRBC' 'Platelet Concentrate' 'Fresh Plasma']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14698.0,Cross Match with donor :,['Incompatible' 'Compatible']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14700.0,HBsAg,['Negative']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14701.0,Anti HCV,['Negative']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14702.0,HIV I & II,['Negative']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14703.0,Syphilis (VDRL),['Non Reactive']
11072,"Fresh W/B, PBRC (Same Donor within 5 Days without Grouping Cross Matching & Screening)",14704.0,5. Malarial Parasite (ICT),['Negative']
11089,PGx Aspirin Test,15141.0,PGx of Aspirin,['Normal (PIA1/A1)']
11096,Chikungunya Antibody Igg ICT,15148.0,Chikungunya Antibody IgG,['Negative']
11132,CCP (400ml),16221.0,Blood Bag No :,['CCP 01']
11132,CCP (400ml),16222.0,Unit :,['1 Unit (200ml)']
11132,CCP (400ml),16224.0,Blood Group :,"['""O""']"
11132,CCP (400ml),16225.0,Rh Type :,['Positive']
11132,CCP (400ml),16227.0,Donor Name :,['Md. Zakir Hossain']
11132,CCP (400ml),16229.0,Gender :,['Male']
11132,CCP (400ml),16230.0,Blood Component :,['FFP']
11132,CCP (400ml),16231.0,Cross Match with donor :,['Compatible']
11132,CCP (400ml),16233.0,1. HBsAg,['Negative']
11132,CCP (400ml),16234.0,2. Anti HCV,['Negative']
11132,CCP (400ml),16235.0,3. HIV I & II,['Negative']
11132,CCP (400ml),16236.0,4. Syphilis (VDRL),['Non Reactive']
11132,CCP (400ml),16237.0,5. Malarial Parasite (ICT),['Negative']
11133,Stock CCP (200ml),16239.0,Unit :,['1 Unit (200 ml)']
11133,Stock CCP (200ml),16241.0,Blood Group :,['B']
11133,Stock CCP (200ml),16242.0,Rh Type :,['Positive' 'positive']
11133,Stock CCP (200ml),16243.0,Donor information :,['Stock CCP']
11133,Stock CCP (200ml),16247.0,Blood Component :,['CCP']
11133,Stock CCP (200ml),16250.0,1. HBsAg,['Negative']
11133,Stock CCP (200ml),16251.0,2. Anti HCV,['Negative']
11133,Stock CCP (200ml),16252.0,3. HIV I & II,['Negative']
11133,Stock CCP (200ml),16253.0,4. Syphilis (VDRL),['Non Reactive']
11133,Stock CCP (200ml),16254.0,5. Malarial Parasite (ICT),['Not done']
5003345,Complete Urine Analysis (Urine R/E),3000018.0,Bacteria,['(+)']
5003345,Complete Urine Analysis (Urine R/E),3000018.0,Cellular,['Nil' 'Few']
5003345,Complete Urine Analysis (Urine R/E),3000047.0,Granular,['Nil' 'Few' '(++)' '(+)']
5003345,Complete Urine Analysis (Urine R/E),3000048.0,Hyaline,['Nil' '(+)']
5026982,Serum Procalcitonin,3002174.0,Procalcitonin,['> 1000.00']
5027056,"Renal Function Test (Urea, Creatinine, Electrolytes)",3002178.0,Serum Creatinine,['3..5']
5027070,Iron Profile,3002186.0,TIBC,['>800']
5027828,Serum  Prolactin,3002251.0,Serum Prolactin,['> 2000.00']
